gene	regres. slope	regres. Y Int	regres. R value	Half-Life Calc (minutes)	# of data pts. After cuttoff	# of leading data points affected by lag calc	ln adjusted value of last data point used in regres.	In Operon (y or n)	Operon #	complex or simple	Total # of data points	R value flag	Half-life Flag	0	0.5	1	1.5	2	2.5	3	3.5	4	4.5	5	5.5	6	6.5	7	7.5	8	8.5	9	9.5
CCNA_00032	-0.213276055556906	4.60517018598809	-1	3.25	20	0	2.57904765819748	n	16	simple	20	x	x	4.60517018598809	4.49853215820964	4.39189413043119	4.28525610265273	4.17861807487428	4.07198004709583	3.96534201931737	3.85870399153892	3.75206596376047	3.64542793598201	3.53878990820356	3.43215188042511	3.32551385264665	3.2188758248682	3.11223779708975	3.00559976931129	2.89896174153284	2.79232371375439	2.68568568597593	2.57904765819748
CCNA_03912	-0.206909606137297	4.60517018598809	-1	3.35	20	0	2.63952892768377	n	2363	simple	20	x	x	4.60517018598809	4.50171538291944	4.39826057985079	4.29480577678215	4.1913509737135	4.08789617064485	3.9844413675762	3.88098656450755	3.7775317614389	3.67407695837025	3.57062215530161	3.46716735223296	3.36371254916431	3.26025774609566	3.15680294302701	3.05334813995836	2.94989333688972	2.84643853382107	2.74298373075242	2.63952892768377
CCNA_00033	-0.200912226249259	4.60517018598809	-1	3.45	20	0	2.69650403662013	n	17	simple	20	x	x	4.60517018598809	4.50471407286346	4.40425795973883	4.3038018466142	4.20334573348957	4.10288962036494	4.00243350724031	3.90197739411568	3.80152128099105	3.70106516786642	3.60060905474179	3.50015294161716	3.39969682849254	3.2992407153679	3.19878460224328	3.09832848911864	2.99787237599401	2.89741626286939	2.79696014974476	2.69650403662013
CCNA_00034	-0.195252726918295	4.60517018598809	-1	3.55	20	0	2.7502692802643	n	17	simple	20	x	x	4.60517018598809	4.50754382252894	4.4099174590698	4.31229109561065	4.2146647321515	4.11703836869236	4.01941200523321	3.92178564177406	3.82415927831491	3.72653291485577	3.62890655139662	3.53128018793747	3.43365382447833	3.33602746101918	3.23840109756003	3.14077473410088	3.04314837064174	2.94552200718259	2.84789564372344	2.7502692802643
CCNA_00035	-0.189903337139711	4.60517018598809	-1	3.65	20	0	2.80108848316083	n	17	simple	20	x	x	4.60517018598809	4.51021851741824	4.41526684884838	4.32031518027853	4.22536351170867	4.13041184313881	4.03546017456896	3.9405085059991	3.84555683742925	3.75060516885939	3.65565350028954	3.56070183171968	3.46575016314983	3.37079849457997	3.27584682601011	3.18089515744026	3.0859434888704	2.99099182030055	2.89604015173069	2.80108848316083
CCNA_00036	-0.184839248149319	4.60517018598809	-1	3.75	20	0	2.84919732856956	n	17	simple	20	x	x	4.60517018598809	4.51275056191343	4.42033093783877	4.32791131376411	4.23549168968945	4.1430720656148	4.05065244154014	3.95823281746547	3.86581319339082	3.77339356931616	3.6809739452415	3.58855432116684	3.49613469709218	3.40371507301752	3.31129544894286	3.2188758248682	3.12645620079354	3.03403657671888	2.94161695264422	2.84919732856956
CCNA_00037	-0.180038228716869	4.60517018598809	-1	3.85	20	0	2.89480701317783	n	18	simple	20	x	x	4.60517018598809	4.51515107162966	4.42513195727122	4.33511284291279	4.24509372855435	4.15507461419592	4.06505549983748	3.97503638547905	3.88501727112062	3.79499815676218	3.70497904240375	3.61495992804531	3.52494081368688	3.43492169932844	3.34490258497001	3.25488347061157	3.16486435625314	3.0748452418947	2.98482612753627	2.89480701317783
CCNA_00038	-0.175480298875936	4.60517018598809	-1	3.95	20	0	2.9381073466667	n	18	simple	20	x	x	4.60517018598809	4.51743003655012	4.42968988711216	4.34194973767419	4.25420958823622	4.16646943879825	4.07872928936029	3.99098913992232	3.90324899048435	3.81550884104638	3.72776869160841	3.64002854217044	3.55228839273248	3.46454824329451	3.37680809385654	3.28906794441857	3.20132779498061	3.11358764554264	3.02584749610467	2.9381073466667
CCNA_00039	-0.17114745199011	4.60517018598809	-1	4.05	20	0	2.97926939208205	n	18	simple	20	x	x	4.60517018598809	4.51959645999304	4.43402273399798	4.34844900800293	4.26287528200787	4.17730155601282	4.09172783001776	4.00615410402271	3.92058037802765	3.8350066520326	3.74943292603754	3.66385920004249	3.57828547404743	3.49271174805238	3.40713802205732	3.32156429606227	3.23599057006721	3.15041684407216	3.0648431180771	2.97926939208205
CCNA_00040	-0.167023417002396	4.60517018598809	-1	4.15	20	0	3.01844772446533	n	18	simple	20	x	x	4.60517018598809	4.52165847748689	4.43814676898569	4.3546350604845	4.2711233519833	4.1876116434821	4.1040999349809	4.0205882264797	3.93707651797851	3.85356480947731	3.77005310097611	3.68654139247491	3.60302968397371	3.51951797547251	3.43600626697132	3.35249455847012	3.26898284996892	3.18547114146772	3.10195943296653	3.01844772446533
CCNA_00041	-0.163093454249399	4.60517018598809	-1	4.25	20	0	3.0557823706188	n	18	simple	20	x	x	4.60517018598809	4.52362345886339	4.44207673173869	4.36053000461399	4.27898327748929	4.19743655036459	4.11588982323989	4.0343430961152	3.9527963689905	3.8712496418658	3.7897029147411	3.7081561876164	3.6266094604917	3.545062733367	3.4635160062423	3.3819692791176	3.3004225519929	3.2188758248682	3.1373290977435	3.0557823706188
CCNA_00042	-0.159344179439068	4.60517018598809	-1	4.35	20	0	3.09140048131695	n	19	simple	20	x	x	4.60517018598809	4.52549809626856	4.44582600654902	4.36615391682949	4.28648182710996	4.20680973739042	4.12713764767089	4.04746555795135	3.96779346823182	3.88812137851229	3.80844928879275	3.72877719907322	3.64910510935368	3.56943301963415	3.48976092991462	3.41008884019508	3.33041675047555	3.25074466075602	3.17107257103648	3.09140048131695
CCNA_00043	-0.155763411361786	4.60517018598809	-1	4.45	20	0	3.12541777805113	n	19	simple	20	x	x	4.60517018598809	4.5272884803072	4.44940677462631	4.37152506894541	4.29364336326452	4.21576165758363	4.13787995190274	4.05999824622184	3.98211654054095	3.90423483486006	3.82635312917916	3.74847142349827	3.67058971781738	3.59270801213649	3.51482630645559	3.4369446007747	3.35906289509381	3.28118118941292	3.20329948373202	3.12541777805113
CCNA_00044	-0.152340039683504	4.60517018598809	-1	4.55	20	0	3.1579398089948	n	19	simple	20	x	x	4.60517018598809	4.52900016614634	4.45283014630459	4.37666012646284	4.30049010662108	4.22432008677933	4.14815006693758	4.07198004709583	3.99581002725407	3.91964000741232	3.84346998757057	3.76729996772882	3.69112994788707	3.61495992804531	3.53878990820356	3.46261988836181	3.38644986852006	3.3102798486783	3.23410982883655	3.1579398089948
CCNA_00045	-0.149063909797838	4.60517018598809	-1	4.65	20	0	3.18906304290863	n	20	simple	20	x	x	4.60517018598809	4.53063823108917	4.45610627619025	4.38157432129133	4.30704236639242	4.2325104114935	4.15797845659458	4.08344650169566	4.00891454679674	3.93438259189782	3.8598506369989	3.78531868209998	3.71078672720106	3.63625477230215	3.56172281740323	3.48719086250431	3.41265890760539	3.33812695270647	3.26359499780755	3.18906304290863
CCNA_00046	-0.145925722223146	4.60517018598809	-1	4.75	20	0	3.2188758248682	n	21	simple	20	x	x	4.60517018598809	4.53220732487652	4.45924446376495	4.38628160265337	4.3133187415418	4.24035588043023	4.16739301931865	4.09443015820708	4.02146729709551	3.94850443598393	3.87554157487236	3.80257871376079	3.72961585264921	3.65665299153764	3.58369013042607	3.51072726931449	3.43776440820292	3.36480154709135	3.29183868597978	3.2188758248682
CCNA_00047	-0.14291694444535	4.60517018598809	-1	4.85	20	0	3.24745921375727	n	22.1	simple	20	x	x	4.60517018598809	4.53371171376542	4.46225324154274	4.39079476932007	4.31933629709739	4.24787782487472	4.17641935265204	4.10496088042937	4.03350240820669	3.96204393598402	3.89058546376134	3.81912699153867	3.74766851931599	3.67621004709332	3.60475157487065	3.53329310264797	3.4618346304253	3.39037615820262	3.31891768597995	3.24745921375727
CCNA_00048	-0.140029733446454	4.60517018598809	-1	4.95	20	0	3.27488771824678	n	22.1	simple	20	x	x	4.60517018598809	4.53515531926486	4.46514045254164	4.39512558581841	4.32511071909518	4.25509585237196	4.18508098564873	4.1150661189255	4.04505125220228	3.97503638547905	3.90502151875582	3.8350066520326	3.76499178530937	3.69497691858614	3.62496205186292	3.55494718513969	3.48493231841646	3.41491745169324	3.34490258497001	3.27488771824678
CCNA_00049	-0.137256867437613	4.60517018598809	-1	5.05	20	0	3.30122994533077	n	22	simple	20	x	x	4.60517018598809	4.53654175226929	4.46791331855048	4.39928488483167	4.33065645111287	4.26202801739406	4.19339958367525	4.12477114995645	4.05614271623764	3.98751428251883	3.91888584880003	3.85025741508122	3.78162898136241	3.71300054764361	3.6443721139248	3.57574368020599	3.50711524648719	3.43848681276838	3.36985837904958	3.30122994533077
CCNA_00050	-0.13459168554562	4.60517018598809	-1	5.15	20	0	3.3265491733047	n	22	simple	20	x	x	4.60517018598809	4.53787434321528	4.47057850044247	4.40328265766966	4.33598681489685	4.26869097212404	4.20139512935123	4.13409928657842	4.06680344380561	3.9995076010328	3.93221175825999	3.86491591548718	3.79762007271437	3.73032422994156	3.66302838716875	3.59573254439594	3.52843670162313	3.46114085885032	3.39384501607751	3.3265491733047
CCNA_00051	-0.132028034392371	4.60517018598809	-1	5.25	20	0	3.35090385926057	n	22	simple	20	x	x	4.60517018598809	4.53915616879191	4.47314215159572	4.40712813439954	4.34111411720335	4.27510010000717	4.20908608281098	4.1430720656148	4.07705804841861	4.01104403122242	3.94503001402624	3.87901599683005	3.81300197963387	3.74698796243768	3.6809739452415	3.61495992804531	3.54894591084913	3.48293189365294	3.41691787645676	3.35090385926057
CCNA_00052	-0.12956022066541	4.60517018598809	-1	5.35	20	0	3.37434808966669	n	22	simple	20	x	x	4.60517018598809	4.54039007565539	4.47560996532268	4.41082985498998	4.34604974465727	4.28126963432457	4.21648952399186	4.15170941365916	4.08692930332645	4.02214919299375	3.95736908266104	3.89258897232833	3.82780886199563	3.76302875166292	3.69824864133022	3.63346853099751	3.56868842066481	3.5039083103321	3.4391281999994	3.37434808966669
CCNA_00053	-0.127182968910082	4.60517018598809	-1	5.45	20	0	3.39693198134231	n	22	simple	20	x	x	4.60517018598809	4.54157870153305	4.47798721707801	4.41439573262297	4.35080424816793	4.28721276371289	4.22362127925785	4.1600297948028	4.09643831034777	4.03284682589272	3.96925534143768	3.90566385698264	3.8420723725276	3.77848088807256	3.71488940361752	3.65129791916248	3.58770643470744	3.5241149502524	3.46052346579736	3.39693198134231
CCNA_00054	-0.124891383884675	4.60517018598809	-1	5.55	20	0	3.41870203908368	n	22	simple	20	x	x	4.60517018598809	4.54272449404575	4.48027880210342	4.41783311016108	4.35538741821874	4.2929417262764	4.23049603433407	4.16805034239173	4.10560465044939	4.04315895850705	3.98071326656472	3.91826757462238	3.85582188268004	3.7933761907377	3.73093049879537	3.66848480685303	3.60603911491069	3.54359342296835	3.48114773102602	3.41870203908368
CCNA_00055	-0.122680916913265	4.60517018598809	-1	5.65	20	0	3.43970147531208	n	23.1	simple	20	x	x	4.60517018598809	4.54382972753146	4.48248926907483	4.4211488106182	4.35980835216156	4.29846789370493	4.2371274352483	4.17578697679167	4.11444651833503	4.0531060598784	3.99176560142177	3.93042514296514	3.8690846845085	3.80774422605187	3.74640376759524	3.68506330913861	3.62372285068197	3.56238239222534	3.50104193376871	3.43970147531208
CCNA_00056	-0.120547335749556	4.60517018598809	-1	5.75	20	0	3.45997049636731	n	23	simple	20	x	x	4.60517018598809	4.54489651811331	4.48462285023854	4.42434918236376	4.36407551448898	4.3038018466142	4.24352817873942	4.18325451086465	4.12298084298987	4.06270717511509	4.00243350724031	3.94215983936554	3.88188617149076	3.82161250361598	3.7613388357412	3.70106516786642	3.64079149999164	3.58051783211687	3.52024416424209	3.45997049636731
CCNA_00057	-0.118486697531615	4.60517018598809	-1	5.85	20	0	3.47954655943775	n	23	simple	20	x	x	4.60517018598809	4.54592683722228	4.48668348845648	4.42744013969067	4.36819679092486	4.30895344215906	4.24971009339325	4.19046674462744	4.13122339586163	4.07198004709583	4.01273669833002	3.95349334956421	3.8942500007984	3.8350066520326	3.77576330326679	3.71651995450098	3.65727660573518	3.59803325696937	3.53878990820356	3.47954655943775
CCNA_00058	-0.116495324463856	4.60517018598809	-1	5.95	20	0	3.49846460358146	n	23	simple	20	x	x	4.60517018598809	4.54692252375616	4.48867486152424	4.43042719929231	4.37217953706038	4.31393187482845	4.25568421259652	4.19743655036459	4.13918888813267	4.08094122590074	4.02269356366881	3.96444590143688	3.90619823920495	3.84795057697303	3.7897029147411	3.73145525250917	3.67320759027724	3.61495992804531	3.55671226581338	3.49846460358146
CCNA_00059	-0.114569781910735	4.60517018598809	-1	6.04999999999999	20	0	3.51675725783611	n	24	simple	20	x	x	4.60517018598809	4.54788529503272	4.49060040407736	4.43331551312199	4.37603062216662	4.31874573121126	4.26146084025589	4.20417594930052	4.14689105834515	4.08960616738979	4.03232127643442	3.97503638547905	3.91775149452368	3.86046660356831	3.80318171261295	3.74589682165758	3.68861193070221	3.63132703974685	3.57404214879148	3.51675725783611
CCNA_00060	-0.112706858627633	4.60517018598809	-1	6.15	20	0	3.53445502902558	n	25	simple	20	x	x	4.60517018598809	4.54881675667428	4.49246332736046	4.43610989804664	4.37975646873282	4.32340303941901	4.26704961010519	4.21069618079138	4.15434275147756	4.09798932216374	4.04163589284992	3.98528246353611	3.92892903422229	3.87257560490847	3.81622217559466	3.75986874628084	3.70351531696702	3.64716188765321	3.59080845833939	3.53445502902558
